E3,SUB,source,key,SUB_random,E3_random
Q8IUQ4,Q9NWT6,17188242,Q8IUQ4_Q9NWT6,Q9BUP3,B2RXH2
Q8IUQ4,P49757,18213731,Q8IUQ4_P49757,P62979,Q05513
Q8IUQ4,Q96RU7,18276110,Q8IUQ4_Q96RU7,O15169,Q9Y6P5
Q8IUQ4,Q9H2X6,18536714,Q8IUQ4_Q9H2X6,Q9NRM7,P61224
Q8IUQ4,Q9UPY8,19696028,Q8IUQ4_Q9UPY8,Q96PM5,O94811
Q8IUQ4,Q14807,20144232,Q8IUQ4_Q14807,O95996,Q16825
Q8IUQ4,Q9HB71,20181957,Q8IUQ4_Q9HB71,P41145,P61758
Q8IUQ4,P36888,20508617,Q8IUQ4_P36888,P31749,P15498
Q8IUQ4,Q15554,21057505,Q8IUQ4_Q15554,Q9Y4X5,P07992
Q8IUQ4,P98170,21185211,Q8IUQ4_P98170,Q9BY11,P08047
Q8IUQ4,Q9GZT9,22199232,Q8IUQ4_Q9GZT9,Q96HF1,Q15118
Q8IUQ4,O00472,22199232,Q8IUQ4_O00472,P08138,P51825
Q8IUQ4,Q9P212,22199232,Q8IUQ4_Q9P212,Q13616,O43908
Q8IUQ4,Q99933,22199232,Q8IUQ4_Q99933,P07954,Q9BV68
Q8IUQ4,P49675,22199232,Q8IUQ4_P49675,Q12983,P23945
Q8IUQ4,P41594,22199232,Q8IUQ4_P41594,Q99653,A0JP26
Q8IUQ4,Q6IE81,23001567,Q8IUQ4_Q6IE81,Q07666,Q9H7Z6
Q8IUQ4,Q07912,23208506,Q8IUQ4_Q07912,Q9UJU2,O43639
Q8IUQ4,P37275,25528765,Q8IUQ4_P37275,P49913,O75342
Q8IUQ4,P40305,29024247,Q8IUQ4_P40305,Q9NX47,P42224
Q8IUQ4,P60903,29321312,Q8IUQ4_P60903,Q9BQP7,O14649
Q8IUQ4,Q9Y243,31471318,Q8IUQ4_Q9Y243,Q8N3Y1,P04626
Q8IUQ4,P55199,32152128,Q8IUQ4_P55199,O43255,O60749
O43255,P43146,9334332,O43255_P43146,P40763,P46734
O43255,Q16633,11111111,O43255_Q16633,Q86TG7,P09693
O43255,P29590,11111111,O43255_P29590,Q9BYW2,P63208
O43255,Q12933,12411493,O43255_Q12933,Q8IUQ4,P22736
O43255,P37840,15064394,O43255_P37840,Q96BH1,O75165
O43255,Q96KS0,15210114,O43255_Q96KS0,P04626,Q5TEC6
O43255,O75376,16141343,O43255_O75376,P41145,Q08AI8
O43255,O75925,17533377,O43255_O75925,Q99801,P68036
O43255,Q9Y6H5,17982729,O43255_Q9Y6H5,Q04760,Q9BUN8
O43255,Q92667,18323779,O43255_Q92667,O00233,O95622
O43255,P55036,19240029,O43255_P55036,Q14CZ7,P52788
O43255,Q9GZT9,19546213,O43255_Q9GZT9,Q9Y618,O95864
O43255,O14974,19744480,O43255_O14974,P49327,C9JH25
O43255,O15379,20691163,O43255_O15379,Q9Y3D6,Q09472
O43255,P46527,21734459,O43255_P46527,P35998,Q8TEB1
O43255,Q16665,22055192,O43255_Q16665,P21912,P15036
O43255,Q9BSI4,22064479,O43255_Q9BSI4,Q9UHC7,Q8N6F7
O43255,P08247,22199232,O43255_P08247,P12755,Q15822
O43255,Q9P212,22199232,O43255_Q9P212,Q16236,Q13162
O43255,Q92630,22199232,O43255_Q92630,Q15131,P51817
O43255,Q99933,22199232,O43255_Q99933,Q9BUP3,O14558
O43255,Q96B97,22199232,O43255_Q96B97,P86496,Q9BY11
O43255,Q9NS87,22199232,O43255_Q9NS87,Q02218,Q8TCC7
O43255,O43597,22199232,O43255_O43597,Q9Y297,P35070
O43255,P04637,22199232,O43255_P04637,Q07666,Q2M2Z5
O43255,Q92844,22199232,O43255_Q92844,O75525,Q12851
O43255,P37231,22294748,O43255_P37231,P62195,Q8TED1
O43255,P10275,23518348,O43255_P10275,Q99814,P07900
O43255,Q13625,23644657,O43255_Q13625,Q9Y252,Q09472
O43255,Q9NRM7,25438054,O43255_Q9NRM7,Q92993,P29279
O43255,P37275,25528765,O43255_P37275,P20618,Q8IYW5
O43255,O96017,26751770,O43255_O96017,P35222,Q16531
O43255,Q16656,30833558,O43255_Q16656,P01116,Q9BXM7
O43255,Q9BQF6,31825833,O43255_Q9BQF6,P48556,P46783
Q9HAU4,Q15796,11016919,Q9HAU4_Q15796,Q9Y3E1,Q9UPN9
Q9HAU4,Q15797,11158580,Q9HAU4_Q15797,Q8NCP5,P28482
Q9HAU4,O15105,11163210,Q9HAU4_O15105,P19429,P05305
Q9HAU4,P12757,11389444,Q9HAU4_P12757,O00212,P37275
Q9HAU4,Q9Y3C5,14562029,Q9HAU4_Q9Y3C5,Q9NZU5,Q9C0C9
Q9HAU4,P36897,14562029,Q9HAU4_P36897,Q6SA08,O60565
Q9HAU4,O95630,14755250,Q9HAU4_O95630,Q8IXM3,Q9UHJ6
Q9HAU4,P84022,15108358,Q9HAU4_P84022,P57735,P30304
Q9HAU4,Q13485,15817471,Q9HAU4_Q13485,Q08170,Q99643
Q9HAU4,Q9HCE7,16373342,Q9HAU4_Q9HCE7,P21709,Q08708
Q9HAU4,P61224,17318188,Q9HAU4_P61224,Q13501,Q9NZL6
Q9HAU4,P20333,18671942,Q9HAU4_P20333,Q12904,P09603
Q9HAU4,Q99717,20484049,Q9HAU4_Q99717,P62826,P49336
Q9HAU4,O15169,20858899,Q9HAU4_O15169,P62979,Q13233
Q9HAU4,P00533,21750651,Q9HAU4_P00533,P26641,O14498
Q9HAU4,Q02535,21933340,Q9HAU4_Q02535,O14544,P16070
Q9HAU4,P41134,21933340,Q9HAU4_P41134,P01111,Q15797
Q9HAU4,Q13887,21953463,Q9HAU4_Q13887,Q9H469,Q969J5
Q9HAU4,P35222,22199232,Q9HAU4_P35222,P27824,O94921
Q9HAU4,Q13950,22199232,Q9HAU4_Q13950,P49406,Q15475
Q9HAU4,P49841,22199232,Q9HAU4_P49841,Q9HAU4,Q12933
Q9HAU4,Q96FJ0,22199232,Q9HAU4_Q96FJ0,Q96K76,Q01804
Q9HAU4,Q5VTR2,22231558,Q9HAU4_Q5VTR2,Q9H461,P81172
Q9HAU4,P37173,22848678,Q9HAU4_P37173,P18075,P21860
Q9HAU4,Q9Y297,24709419,Q9HAU4_Q9Y297,P29590,P52630
Q9HAU4,P11388,28611047,Q9HAU4_P11388,O75925,P46531
Q9HAU4,Q01826,30742943,Q9HAU4_Q01826,Q9UH73,Q09472
Q9HAU4,Q9NP71,31409643,Q9HAU4_Q9NP71,P22455,P35568
Q9HAU4,P16104,31533041,Q9HAU4_P16104,Q9GZX5,Q9C005
Q9HAU4,Q15910,31948940,Q9HAU4_Q15910,Q14623,Q9NXA8
Q9HAU4,P09874,32167680,Q9HAU4_P09874,Q13705,P35236
Q9HAU4,Q96EB6,32361710,Q9HAU4_Q96EB6,P42566,Q9H992
Q9Y4K3,Q9Y4K3,11111111,Q9Y4K3_Q9Y4K3,P55036,Q8TD90
Q9Y4K3,P04629,11111111,Q9Y4K3_P04629,P00167,Q9H270
Q9Y4K3,P34932,14702098,Q9Y4K3_P34932,Q03135,Q6R327
Q9Y4K3,Q9UDY8,15125833,Q9Y4K3_Q9UDY8,P47756,Q12933
Q9Y4K3,Q9Y6K9,15125833,Q9Y4K3_Q9Y6K9,P26583,Q02246
Q9Y4K3,O43318,15492226,Q9Y4K3_O43318,Q9NYA1,P01574
Q9Y4K3,P49116,15492226,Q9Y4K3_P49116,P31949,P82663
Q9Y4K3,Q13352,16252010,Q9Y4K3_Q13352,Q9UHD2,Q6IPU0
Q9Y4K3,P08138,16252010,Q9Y4K3_P08138,Q99683,P49765
Q9Y4K3,O43353,17947236,Q9Y4K3_O43353,Q9NX24,P22301
Q9Y4K3,P51617,18347055,Q9Y4K3_P51617,P31948,Q8TAT5
Q9Y4K3,Q92985,18710948,Q9Y4K3_Q92985,Q9Y5U9,P21580
Q9Y4K3,Q13568,18824541,Q9Y4K3_Q13568,Q00994,P14316
Q9Y4K3,Q9BVN2,19365808,Q9Y4K3_Q9BVN2,Q9UDY2,Q96HU1
Q9Y4K3,Q8IUC6,20047764,Q9Y4K3_Q8IUC6,P49411,Q00653
Q9Y4K3,Q14457,20501938,Q9Y4K3_Q14457,Q6Q0C0,P14616
Q9Y4K3,P37840,20634198,Q9Y4K3_P37840,Q96CG3,P56181
Q9Y4K3,P31751,22199232,Q9Y4K3_P31751,Q5VYS4,Q96BR1
Q9Y4K3,P31749,22199232,Q9Y4K3_P31749,Q9Y577,Q9NRY4
Q9Y4K3,Q16584,23172226,Q9Y4K3_Q16584,Q9UBQ5,Q12933
Q9Y4K3,O43561,23514740,Q9Y4K3_O43561,Q9NRX1,Q8TAF5
Q9Y4K3,P49768,23707529,Q9Y4K3_P49768,P26639,Q16143
Q9Y4K3,Q9BXM7,23885119,Q9Y4K3_Q9BXM7,Q99836,Q96TC7
Q9Y4K3,P42345,23911927,Q9Y4K3_P42345,P51148,Q04206
Q9Y4K3,Q99538,24610907,Q9Y4K3_Q99538,P28074,P35659
Q9Y4K3,P36897,25622187,Q9Y4K3_P36897,Q7L2H7,P49841
Q9Y4K3,P26927,30673917,Q9Y4K3_P26927,P24864,O95835
Q9Y4K3,P35222,30806153,Q9Y4K3_P35222,P55209,Q8NFD5
Q9Y4K3,P51530,31216032,Q9Y4K3_P51530,O00206,Q9H5Q4
Q9Y4K3,Q08380,31404116,Q9Y4K3_Q08380,P83731,Q13233
Q9Y4K3,Q9BQ95,32296023,Q9Y4K3_Q9BQ95,O00238,O96000
Q9Y4K3,P42226,33017719,Q9Y4K3_P42226,Q9C0K7,Q09472
Q9UKB1,O15111,10321728,Q9UKB1_O15111,O00418,Q12933
Q9UKB1,O14920,10321728,Q9UKB1_O14920,P08238,P14373
Q9UKB1,P35222,10321728,Q9UKB1_P35222,P35968,P26232
Q9UKB1,P25963,10748083,Q9UKB1_P25963,Q14999,O15519
Q9UKB1,Q9UKB1,11111111,Q9UKB1_Q9UKB1,Q96CW5,P35221
Q9UKB1,P17181,11111111,Q9UKB1_P17181,Q9Y4X5,Q09472
Q9UKB1,P19838,11111111,Q9UKB1_P19838,Q9Y266,P60900
Q9UKB1,P30304,14681206,Q9UKB1_P30304,Q00839,P53041
Q9UKB1,P30291,15070733,Q9UKB1_P30291,Q8N531,Q12931
Q9UKB1,P16471,15082796,Q9UKB1_P16471,P31751,Q9UQQ1
Q9UKB1,O00444,19084407,Q9UKB1_O00444,P50539,P62979
Q9UKB1,P30305,21807946,Q9UKB1_P30305,P53350,P08174
Q9UKB1,O15534,24658274,Q9UKB1_O15534,Q92542,P19784
Q9UKB1,P53805,24658274,Q9UKB1_P53805,Q9H461,Q08209
Q9UKB1,Q9HAW4,24658274,Q9UKB1_Q9HAW4,Q49AN0,P60371
Q9UKB1,Q13127,24658274,Q9UKB1_Q13127,O95271,A0A0C4DH25
Q9UKB1,Q12959,24658274,Q9UKB1_Q12959,P48729,O43300
Q9UKB1,Q9UKT4,24658274,Q9UKB1_Q9UKT4,O14641,P81534
Q9UKB1,Q8TB45,24658274,Q9UKB1_Q8TB45,Q9UNN5,Q8TBB1
Q9UKB1,O15055,24658274,Q9UKB1_O15055,Q6IBW4,Q9H5V9
Q9UKB1,Q8IYD8,24658274,Q9UKB1_Q8IYD8,Q9UKT7,Q8N841
Q9UKB1,Q76N32,24658274,Q9UKB1_Q76N32,Q5MJ70,Q96FA3
Q9UKB1,Q53EL6,24658274,Q9UKB1_Q53EL6,Q9H8N7,Q04206
Q9UKB1,Q9P2F8,24658274,Q9UKB1_Q9P2F8,Q9H469,Q9H228
Q9UKB1,P46937,24658274,Q9UKB1_P46937,Q9UK97,P68036
Q9UKB1,O14503,25202122,Q9UKB1_O14503,Q13616,Q96RI1
Q9UKB1,O60343,25515538,Q9UKB1_O60343,P62877,O95625
Q9UKB1,Q9NX09,31406304,Q9UKB1_Q9NX09,Q8IV63,Q9Y548
Q9UKB1,Q9Y297,31406304,Q9UKB1_Q9Y297,Q99835,P35568
Q05086,P04637,7800044,Q05086_P04637,Q9Y6B2,Q8N2W9
Q05086,P33993,9852095,Q05086_P33993,P62258,Q9UQ84
Q05086,P54725,10373495,Q05086_P54725,Q16659,Q6FIF0
Q05086,Q05086,10864652,Q05086_Q05086,Q9NVD7,P68366
Q05086,Q14160,11027293,Q05086_Q14160,P35579,O95487
Q05086,O43166,12036950,Q05086_O43166,P10275,Q8WVF1
Q05086,Q12959,16482544,Q05086_Q12959,Q01064,Q6ZTQ3
Q05086,Q9HD26,16878151,Q05086_Q9HD26,P13569,Q9P246
Q05086,Q9Y6Q9,16951183,Q05086_Q9Y6Q9,P46019,A6NC05
Q05086,P78352,17121805,Q05086_P78352,O15126,Q9C0H9
Q05086,Q8IXH7,17131388,Q05086_Q8IXH7,Q96JN8,P48023
Q05086,P26045,17166906,Q05086_P26045,Q9UMX0,P31946
Q05086,P06400,17907805,Q05086_P06400,Q9H6J7,Q06587
Q05086,P49815,18298802,Q05086_P49815,Q99496,Q15382
Q05086,Q16611,18715924,Q05086_Q16611,P07602,Q96NL1
Q05086,P55036,19240029,Q05086_P55036,P12956,Q15691
Q05086,P46527,19591933,Q05086_P46527,O94989,O14757
Q05086,P37840,19645749,Q05086_P37840,Q6ULP2,P41143
Q05086,P54821,20589759,Q05086_P54821,Q6IE81,Q8WVJ9
Q05086,Q15334,22199232,Q05086_Q15334,Q14999,Q9BTT6
Q05086,P51451,22199232,Q05086_P51451,Q03701,Q14289
Q05086,P54727,22199232,Q05086_P54727,O14599,P38398
Q05086,O00327,22199232,Q05086_O00327,Q9UHD9,P01375
Q05086,P03372,23542176,Q05086_P03372,Q9P267,P05019
Q05086,P49715,23598402,Q05086_P49715,Q9BZZ5,Q09472
Q05086,P29590,25231954,Q05086_P29590,Q9NRM7,Q9NS56
Q05086,Q8WTU0,31130875,Q05086_Q8WTU0,P01344,Q9NRR5
Q05086,Q15257,31160454,Q05086_Q15257,Q12879,Q13526
Q9H0M0,O43541,11111111,Q9H0M0_O43541,Q6ZU52,P62942
Q9H0M0,Q9Y5W3,15003522,Q9H0M0_Q9Y5W3,O95822,P17275
Q9H0M0,Q15796,15359284,Q9H0M0_Q15796,P51795,Q9Y618
Q9H0M0,P37173,15817471,Q9H0M0_P37173,O00401,P00533
Q9H0M0,Q13485,15817471,Q9H0M0_Q13485,A8MW92,Q9BQ95
Q9H0M0,P36897,15817471,Q9H0M0_P36897,Q9BUY5,P01111
Q9H0M0,Q13887,16223724,Q9H0M0_Q13887,O00635,O00482
Q9H0M0,P04637,16924229,Q9H0M0_P04637,P50502,Q8WTS6
Q9H0M0,Q13950,17966382,Q9H0M0_Q13950,Q86UV5,Q8TCY5
Q9H0M0,Q9Y3C5,18724389,Q9H0M0_Q9Y3C5,Q86VN1,Q9Y4L5
Q9H0M0,Q9H3D4,18806757,Q9H0M0_Q9H3D4,Q6VN20,P19838
Q9H0M0,Q15303,19047365,Q9H0M0_Q15303,Q9NVE5,O43915
Q9H0M0,P46527,21795702,Q9H0M0_P46527,Q00987,P06400
Q9H0M0,P42566,22051607,Q9H0M0_P42566,Q712K3,P62993
Q9H0M0,Q9H0M0,22199232,Q9H0M0_Q9H0M0,A5PKW4,P51170
Q9H0M0,Q8N0X7,22199232,Q9H0M0_Q8N0X7,Q10589,O60481
Q9H0M0,O15105,22199232,Q9H0M0_O15105,Q9Y6D6,Q13145
Q9H0M0,P61073,22266093,Q9H0M0_P61073,Q13616,P46531
Q9H0M0,O95835,23573293,Q9H0M0_O95835,Q96K76,Q13619
Q9H0M0,Q9Y4K3,23799152,Q9H0M0_Q9Y4K3,P56178,O14733
Q9H0M0,P60484,31097636,Q9H0M0_P60484,Q8TBB1,Q04721
Q9H0M0,O14641,31340145,Q9H0M0_O14641,Q8N0T1,O95466
Q9H0M0,O14681,32252198,Q9H0M0_O14681,Q969H0,Q2KHR3
Q9H0M0,P00533,32694521,Q9H0M0_P00533,Q8TF01,P23469
Q9H0M0,Q9Y2J4,34404733,Q9H0M0_Q9Y2J4,Q96FW1,Q9H093
Q9H0M0,P15941,34404764,Q9H0M0_P15941,Q9H6S3,Q9BYG0
Q13490,Q9Y6K9,11111111,Q13490_Q9Y6K9,Q9NP84,P07900
Q13490,Q13077,11111111,Q13490_Q13077,Q15628,Q13114
Q13490,Q12933,11907583,Q13490_Q12933,Q86Y13,P21580
Q13490,Q9NR28,14960576,Q13490_Q9NR28,Q16763,P05362
Q13490,Q99683,17220297,Q13490_Q99683,O14757,Q09472
Q13490,Q99558,18022362,Q13490_Q99558,O94888,P20618
Q13490,Q05195,18082613,Q13490_Q05195,O43464,Q9Y242
Q13490,Q9Y6D9,18082613,Q13490_Q9Y6D9,Q6GPH4,P57740
Q13490,Q13546,18570872,Q13490_Q13546,P54826,P54819
Q13490,Q13490,18939944,Q13490_Q13490,P20333,Q9UQB9
Q13490,Q9Y4K3,20097753,Q13490_Q9Y4K3,Q96B02,Q96EP0
Q13490,Q13114,20097753,Q13490_Q13114,Q13107,P06239
Q13490,Q9Y572,21931591,Q13490_Q9Y572,Q9BXL7,Q12933
Q13490,O43353,21931591,Q13490_O43353,Q5VVQ6,Q8N697
Q13490,P57078,21931591,Q13490_P57078,Q93038,Q16659
Q13490,P63000,22117219,Q13490_P63000,P04637,P53667
Q13490,P55210,22199232,Q13490_P55210,O00221,O14763
Q13490,P42574,22199232,Q13490_P42574,Q01094,Q92731
Q13490,Q92844,22199232,Q13490_Q92844,P35354,P21580
Q13490,Q14790,22199232,Q13490_Q14790,Q9Y2K6,O14746
Q13490,Q8NBP7,23085658,Q13490_Q8NBP7,Q15653,P15692
Q13490,Q96HS1,23201124,Q13490_Q96HS1,P14780,Q8TF42
Q13490,Q14164,23453969,Q13490_Q14164,Q96CG3,P17181
Q13490,Q86VP3,24633224,Q13490_Q86VP3,P19438,Q8IWA4
Q13490,P55060,26668314,Q13490_P55060,Q9UHD2,P08579
P98170,O43318,11111111,P98170_O43318,O00238,P51617
P98170,P42574,11447297,P98170_P42574,Q13873,Q96LC9
P98170,Q9NR28,12121969,P98170_Q9NR28,Q13404,Q9Y4K3
P98170,P98170,14523016,P98170_P98170,Q96LR5,Q12933
P98170,P55211,15749826,P98170_P55211,Q9Y4K3,P07315
P98170,Q9Y2U5,18761086,P98170_Q9Y2U5,Q13489,O00469
P98170,P04049,19011619,P98170_P04049,O14757,P10721
P98170,O14618,19948006,P98170_O14618,Q9Y239,Q96AP4
P98170,P57078,21931591,P98170_P57078,Q8WVN8,Q12933
P98170,O95831,22103349,P98170_O95831,O43464,O75586
P98170,O43236,22185822,P98170_O43236,P37023,Q03989
P98170,P55008,22199232,P98170_P55008,Q15843,P61769
P98170,P60484,22199232,P98170_P60484,Q13049,P36956
P98170,Q04724,22199232,P98170_Q04724,Q9HC29,Q86UU0
P98170,Q04725,22199232,P98170_Q04725,P04632,Q9H2H0
P98170,Q08117,22199232,P98170_Q08117,Q9UNE7,P26367
P98170,Q04727,22199232,P98170_Q04727,P36896,Q9NZP6
P98170,Q14790,22199232,P98170_Q14790,P05455,Q9Y6C9
P98170,P55210,22199232,P98170_P55210,P01584,P04406
P98170,Q04726,22304967,P98170_Q04726,P31944,Q9BZM3
P98170,Q6GPH4,22811387,P98170_Q6GPH4,P19022,Q14790
P98170,Q96HS1,23201124,P98170_Q96HS1,P83110,Q9H1Y0
P98170,O43353,23818254,P98170_O43353,O75293,P08238
P98170,Q99759,24975362,P98170_Q99759,P36897,Q8TCE6
P98170,P37198,30275562,P98170_P37198,Q12988,Q13114
P38398,Q96QV6,11927591,P38398_Q96QV6,O76064,O75446
P38398,Q16777,11927591,P38398_Q16777,P52630,Q5VTR2
P38398,P16104,11927591,P38398_P16104,P05412,P40424
P38398,P38398,12431996,P38398_P38398,P52292,Q09472
P38398,P0C0S8,12431996,P38398_P0C0S8,Q09028,O75530
P38398,Q9BXW9,12887909,P38398_Q9BXW9,P18887,P54274
P38398,P06748,15184379,P38398_P06748,P33240,P43686
P38398,P24928,15886201,P38398_P24928,Q96SD1,P82980
P38398,Q99708,16818604,P38398_Q99708,Q92793,P43355
P38398,P03372,17392432,P38398_P03372,Q9H6X2,P10276
P38398,P31749,19074868,P38398_P31749,P46736,Q9Y3M8
P38398,Q99728,19117993,P38398_Q99728,Q15796,P42336
P38398,Q13133,19164445,P38398_Q13133,O96017,O15503
P38398,P06401,21531767,P38398_P06401,P00519,O75928
P38398,Q96A08,22199232,P38398_Q96A08,P40692,Q8N2Z9
P38398,P11388,22199232,P38398_P11388,P61968,Q13555
P38398,Q9HAW4,22863316,P38398_Q9HAW4,Q17RB8,Q9C056
P38398,P30307,23246971,P38398_P30307,P17275,Q6DN03
P38398,P14635,23246971,P38398_P14635,O60934,O43623
P38398,P04908,25131202,P38398_P04908,Q8WX92,O14647
P38398,Q86WV6,25131202,P38398_Q86WV6,Q01094,Q92995
P38398,O14818,25620702,P38398_O14818,Q05048,Q05639
P38398,P14859,29330289,P38398_P14859,Q92547,P52655
P38398,P35240,30918126,P38398_P35240,Q86YC2,Q13635
Q8NHY2,P05412,12615916,Q8NHY2_P05412,Q96FS4,P51617
Q8NHY2,P03956,12615916,Q8NHY2_P03956,Q9BQ67,P02771
Q8NHY2,P04637,15103385,Q8NHY2_P04637,Q7L5Y6,Q9BYW2
Q8NHY2,Q13330,19805145,Q8NHY2_Q13330,P58340,Q96KM6
Q8NHY2,P43268,20062082,Q8NHY2_P43268,P48643,P56693
Q8NHY2,P50549,20062082,Q8NHY2_P50549,Q9HCN3,Q92786
Q8NHY2,P41161,20062082,Q8NHY2_P41161,Q9Y4B6,Q13115
Q8NHY2,O00763,22199232,Q8NHY2_O00763,O14976,Q9UJG1
Q8NHY2,Q53ET0,22199232,Q8NHY2_Q53ET0,O00409,Q92831
Q8NHY2,Q13085,22199232,Q8NHY2_Q13085,Q1L5Z9,Q6ZU67
Q8NHY2,P31947,22199232,Q8NHY2_P31947,Q86VP6,O75129
Q8NHY2,Q8NHY2,22199232,Q8NHY2_Q8NHY2,O00232,P42658
Q8NHY2,P50991,24298020,Q8NHY2_P50991,Q6ZVN7,Q13233
Q8NHY2,P35222,25311538,Q8NHY2_P35222,Q8IZX4,Q9UI47
Q8NHY2,P14635,26254224,Q8NHY2_P14635,O75129,Q6PIW4
Q8NHY2,P46527,26254224,Q8NHY2_P46527,P35212,P08047
Q8NHY2,P40763,27820701,Q8NHY2_P40763,Q06124,Q13263
Q8NHY2,Q6UUV9,29408765,Q8NHY2_Q6UUV9,Q8N443,Q14123
Q8NHY2,P48431,30405104,Q8NHY2_P48431,P61328,Q2MKA7
Q8NHY2,Q96EB6,31125554,Q8NHY2_Q96EB6,Q7Z3B4,Q09472
Q8NHY2,P98177,33101846,Q8NHY2_P98177,P16383,Q00534
Q8NHY2,P21589,33168024,Q8NHY2_P21589,Q14195,Q07011
Q8NHY2,O00399,33968945,Q8NHY2_O00399,Q99627,Q9P2K1
O76064,Q96QV6,11111111,O76064_Q96QV6,P51965,Q9P0W2
O76064,P16104,18001824,O76064_P16104,Q13416,Q9Y483
O76064,P0C0S8,18001824,O76064_P0C0S8,Q14676,Q96NT1
O76064,Q96FW1,21130715,O76064_Q96FW1,Q96B02,Q9BV68
O76064,O14773,22101936,O76064_O14773,Q496M5,P16442
O76064,Q96A08,22199232,O76064_Q96A08,O43815,P10276
O76064,O75164,22199232,O76064_O75164,Q99877,P56693
O76064,P13010,22199232,O76064_P13010,Q13535,Q8N2W9
O76064,O76064,22199232,O76064_O76064,Q9BTP7,Q9GZM7
O76064,Q8IUE6,22199232,O76064_Q8IUE6,Q9P289,Q9HAJ7
O76064,Q16777,22199232,O76064_Q16777,O94953,Q93079
O76064,O96017,22266820,O76064_O96017,Q9Y468,Q8IWV8
O76064,O60934,23115235,O76064_O60934,Q99638,Q09472
O76064,Q9HCU8,23233665,O76064_Q9HCU8,Q96NY9,P09884
O76064,P29590,23708797,O76064_P29590,P11182,Q9H9S0
O76064,P54132,23708797,O76064_P54132,P0C5Y9,Q96AP0
O76064,Q15233,30445466,O76064_Q15233,Q9UQE7,P18754
O76064,Q969R5,31225475,O76064_Q969R5,Q9NVK5,Q9NYA1
O76064,P35222,32549753,O76064_P35222,Q2TAK8,Q5SW24
O76064,O94761,33674555,O76064_O94761,Q9Y253,Q8WWM7
O76064,Q9NQR1,33710666,O76064_Q9NQR1,P0C0S5,Q6PCT2
Q86TM6,P04035,11111111,Q86TM6_P04035,Q9Y385,P03951
Q86TM6,O15354,11111111,Q86TM6_O15354,O00487,Q9Y2G1
Q86TM6,Q86TM6,12459480,Q86TM6_Q86TM6,O76024,Q53HI1
Q86TM6,Q96M98,15572843,Q86TM6_Q96M98,P18850,Q9UBW5
Q86TM6,P10909,16611981,Q86TM6_P10909,Q86W50,Q92731
Q86TM6,O00141,16847254,Q86TM6_O00141,O00124,Q9UEW3
Q86TM6,P10636,17044033,Q86TM6_P10636,Q9BVT8,O75146
Q86TM6,Q96AJ1,17451556,Q86TM6_Q96AJ1,P14679,Q9H446
Q86TM6,P04637,17828301,Q86TM6_P04637,Q93009,P54646
Q86TM6,Q9UKV5,18216283,Q86TM6_Q9UKV5,P60468,Q13263
Q86TM6,O75460,18369366,Q86TM6_O75460,Q8TCJ2,O43805
Q86TM6,Q92542,19725872,Q86TM6_Q92542,Q9UNE7,P29323
Q86TM6,P05067,20237263,Q86TM6_P05067,Q9Y5M8,O14791
Q86TM6,P04234,21199683,Q86TM6_P04234,O60704,P43405
Q86TM6,P01009,21199683,Q86TM6_P01009,Q9UGP8,P10145
Q86TM6,P31645,22199232,Q86TM6_P31645,Q8TEY7,P11712
Q86TM6,Q5T5C0,29269412,Q86TM6_Q5T5C0,Q9UKM7,Q6IQ22
Q86TM6,P22304,30042467,Q86TM6_P22304,P37268,Q6SPF0
Q86TM6,P78380,32308114,Q86TM6_P78380,Q9UBU6,P04406
Q86TM6,O00327,32765757,Q86TM6_O00327,Q9UBS4,O15164
Q86TM6,Q8WXF7,32916628,Q86TM6_Q8WXF7,Q96G27,Q8TCG5
Q13489,Q9NR28,12525502,Q13489_Q9NR28,P19438,Q13077
Q13489,Q13077,15468071,Q13489_Q13077,P04049,Q12840
Q13489,O95999,16775419,Q13489_O95999,Q04323,P45984
Q13489,Q9UDY8,16775419,Q13489_Q9UDY8,P17987,Q14790
Q13489,Q99558,18022362,Q13489_Q99558,Q7Z434,Q96PG1
Q13489,Q13601,18570872,Q13489_Q13601,O15530,Q8WWY3
Q13489,Q13546,18570872,Q13489_Q13546,O14920,Q9UJF2
Q13489,Q13489,18939944,Q13489_Q13489,P15170,P14635
Q13489,Q9Y4K3,20097753,Q13489_Q9Y4K3,Q9BZK7,P23771
Q13489,Q13114,20097753,Q13489_Q13114,Q9Y618,Q14142
Q13489,P57078,21931591,Q13489_P57078,Q6GPH4,Q92997
Q13489,Q9Y572,21931591,Q13489_Q9Y572,P63165,P29466
Q13489,O43353,21931591,Q13489_O43353,P55211,Q13114
Q13489,Q14164,22199232,Q13489_Q14164,Q9HC29,P14373
Q13489,Q14790,22199232,Q13489_Q14790,Q05195,P60520
Q13489,P42574,22199232,Q13489_P42574,P07858,Q9NQC7
Q13489,P55210,22199232,Q13489_P55210,P05231,P17405
Q13489,Q92844,23007157,Q13489_Q92844,Q9UBR2,Q9Y6Y9
Q13489,Q12933,23007157,Q13489_Q12933,Q96RJ3,Q13191
Q13489,P10914,24464131,Q13489_P10914,Q9Y6K9,P14598
Q13489,Q86VP3,24633224,Q13489_Q86VP3,P43235,P27797
P40337,Q16665,10353251,P40337_Q16665,P20340,P01033
P40337,Q9Y2N7,10353251,P40337_Q9Y2N7,Q3ZAQ7,P49767
P40337,P02751,11024059,P40337_P02751,P17980,P08758
